2020-05-23 10:50:53.619 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests], using SpringBootContextLoader
2020-05-23 12:22:52.063 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-05-23 12:22:52.085 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 22 ms
2020-05-23 12:25:35.132 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests], using SpringBootContextLoader
2020-05-23 12:25:35.148 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-05-23 12:25:35.148 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: AnsinWebApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-05-23 12:25:35.304 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration Ansin.web.AnsinWebApplication for test class Ansin.web.ansinWeb.AnsinWebApplicationTests
2020-05-23 12:25:35.468 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-05-23 12:25:35.499 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2eea88a1, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7ac296f6, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7fd7a283, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@22f59fa, org.springframework.test.context.support.DirtiesContextTestExecutionListener@78fa769e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@16612a51, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@54e041a4, org.springframework.test.context.event.EventPublishingTestExecutionListener@2c78324b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@79defdc, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@18317edc, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4e0ae11f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@238d68ff, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@4b86805d]
2020-05-23 12:25:35.859 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Starting AnsinWebApplicationTests on LAPTOP-P47LA936 with PID 3284 (started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 12:25:35.859 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - No active profile set, falling back to default profiles: default
2020-05-23 12:25:38.331 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 12:25:38.892 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Started AnsinWebApplicationTests in 3.308 seconds (JVM running for 4.927)
2020-05-23 12:25:39.521 [SpringContextShutdownHook] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-05-23 12:27:44.407 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 10828 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 12:27:44.416 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 12:27:47.337 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 12:27:47.368 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 12:27:47.368 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 12:27:47.368 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 12:27:47.555 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 12:27:47.555 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3037 ms
2020-05-23 12:27:48.424 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 12:27:48.768 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 12:27:48.815 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2020-05-23 12:27:48.815 [main] INFO  Ansin.web.AnsinWebApplication - Started AnsinWebApplication in 5.19 seconds (JVM running for 6.436)
2020-05-23 12:28:54.067 [http-nio-8088-exec-2] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-05-23 12:28:54.067 [http-nio-8088-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-05-23 12:28:54.085 [http-nio-8088-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 18 ms
2020-05-23 12:42:39.980 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests], using SpringBootContextLoader
2020-05-23 12:42:39.988 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-05-23 12:42:39.996 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: AnsinWebApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-05-23 12:42:40.236 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration Ansin.web.AnsinWebApplication for test class Ansin.web.ansinWeb.AnsinWebApplicationTests
2020-05-23 12:42:40.408 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-05-23 12:42:40.436 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2eea88a1, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7ac296f6, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7fd7a283, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@22f59fa, org.springframework.test.context.support.DirtiesContextTestExecutionListener@78fa769e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@16612a51, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@54e041a4, org.springframework.test.context.event.EventPublishingTestExecutionListener@2c78324b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@79defdc, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@18317edc, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4e0ae11f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@238d68ff, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@4b86805d]
2020-05-23 12:42:40.811 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Starting AnsinWebApplicationTests on LAPTOP-P47LA936 with PID 13672 (started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 12:42:40.811 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - No active profile set, falling back to default profiles: default
2020-05-23 12:42:43.438 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 12:42:44.161 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Started AnsinWebApplicationTests in 3.659 seconds (JVM running for 5.723)
2020-05-23 12:42:44.596 [SpringContextShutdownHook] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-05-23 12:43:56.908 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 21820 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 12:43:56.908 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 12:43:59.877 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 12:43:59.935 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 12:43:59.935 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 12:43:59.939 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 12:44:00.190 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 12:44:00.190 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3172 ms
2020-05-23 12:44:01.113 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 12:44:01.447 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 12:44:01.510 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2020-05-23 12:44:01.518 [main] INFO  Ansin.web.AnsinWebApplication - Started AnsinWebApplication in 5.524 seconds (JVM running for 7.084)
2020-05-23 12:44:08.162 [http-nio-8088-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-05-23 12:44:08.162 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-05-23 12:44:08.179 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 17 ms
2020-05-23 12:44:42.368 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 7868 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 12:44:42.368 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 12:44:44.228 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 12:44:44.244 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 12:44:44.259 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 12:44:44.260 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 12:44:44.511 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 12:44:44.511 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2063 ms
2020-05-23 12:44:45.309 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 12:44:45.606 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 12:44:45.653 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2020-05-23 12:44:45.653 [main] INFO  Ansin.web.AnsinWebApplication - Started AnsinWebApplication in 3.742 seconds (JVM running for 4.475)
2020-05-23 12:44:49.385 [http-nio-8088-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-05-23 12:44:49.385 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-05-23 12:44:49.407 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 18 ms
2020-05-23 12:49:42.614 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests], using SpringBootContextLoader
2020-05-23 12:49:42.614 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-05-23 12:49:42.629 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: AnsinWebApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-05-23 12:49:42.801 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration Ansin.web.AnsinWebApplication for test class Ansin.web.ansinWeb.AnsinWebApplicationTests
2020-05-23 12:49:43.036 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-05-23 12:49:43.085 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2eea88a1, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7ac296f6, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7fd7a283, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@22f59fa, org.springframework.test.context.support.DirtiesContextTestExecutionListener@78fa769e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@16612a51, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@54e041a4, org.springframework.test.context.event.EventPublishingTestExecutionListener@2c78324b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@79defdc, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@18317edc, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4e0ae11f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@238d68ff, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@4b86805d]
2020-05-23 12:49:43.543 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Starting AnsinWebApplicationTests on LAPTOP-P47LA936 with PID 5136 (started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 12:49:43.543 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - No active profile set, falling back to default profiles: default
2020-05-23 12:49:46.024 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 12:49:46.685 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Started AnsinWebApplicationTests in 3.515 seconds (JVM running for 5.202)
2020-05-23 12:49:47.263 [SpringContextShutdownHook] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-05-23 12:50:00.760 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 22444 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 12:50:00.760 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 12:50:02.652 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 12:50:02.673 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 12:50:02.673 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 12:50:02.673 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 12:50:02.783 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 12:50:02.783 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1960 ms
2020-05-23 12:50:03.524 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 12:50:03.812 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 12:50:03.859 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2020-05-23 12:50:03.859 [main] INFO  Ansin.web.AnsinWebApplication - Started AnsinWebApplication in 3.579 seconds (JVM running for 4.629)
2020-05-23 12:50:45.129 [http-nio-8088-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-05-23 12:50:45.129 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-05-23 12:50:45.141 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 12 ms
2020-05-23 12:51:26.701 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests], using SpringBootContextLoader
2020-05-23 12:51:26.716 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-05-23 12:51:26.716 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: AnsinWebApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-05-23 12:51:26.884 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration Ansin.web.AnsinWebApplication for test class Ansin.web.ansinWeb.AnsinWebApplicationTests
2020-05-23 12:51:27.057 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-05-23 12:51:27.072 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2eea88a1, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7ac296f6, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7fd7a283, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@22f59fa, org.springframework.test.context.support.DirtiesContextTestExecutionListener@78fa769e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@16612a51, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@54e041a4, org.springframework.test.context.event.EventPublishingTestExecutionListener@2c78324b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@79defdc, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@18317edc, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4e0ae11f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@238d68ff, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@4b86805d]
2020-05-23 12:51:27.531 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Starting AnsinWebApplicationTests on LAPTOP-P47LA936 with PID 5300 (started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 12:51:27.531 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - No active profile set, falling back to default profiles: default
2020-05-23 12:51:30.238 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 12:51:30.917 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Started AnsinWebApplicationTests in 3.76 seconds (JVM running for 5.797)
2020-05-23 12:51:31.286 [SpringContextShutdownHook] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-05-23 12:51:53.250 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 18576 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 12:51:53.254 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 12:51:55.478 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 12:51:55.494 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 12:51:55.494 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 12:51:55.494 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 12:51:55.665 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 12:51:55.665 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2286 ms
2020-05-23 12:51:56.400 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 12:51:56.758 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 12:51:56.789 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2020-05-23 12:51:56.789 [main] INFO  Ansin.web.AnsinWebApplication - Started AnsinWebApplication in 4.097 seconds (JVM running for 5.248)
2020-05-23 12:52:02.530 [http-nio-8088-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-05-23 12:52:02.530 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-05-23 12:52:02.552 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 22 ms
2020-05-23 12:55:45.214 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests], using SpringBootContextLoader
